class	gut	gut	gut	gut	gut	gut	gut	gut	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	tongue	tongue	tongue	tongue	tongue	tongue	tongue	tongue	tongue
subclass	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl
subject	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2	subject-1	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2
k__Bacteria.k__Bacteria_x__L2.k__Bacteria_x__L3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15688.7354879	16134.1347675	2279.98176015	6358.08748728	0.0	842.815002107	7047.21634954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	18331.6754299	115106.085631	79508.9490592	116846.430406	85218.7028658	39032.0062451	62362.1661358	99260.0865559	3765.2965171	6327.11167352	1367.98905609	0.0	0.0	4214.07501054	9161.3812544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11295.8895513	22461.246441	0.0	0.0	0.0	1685.63000421	4933.05144468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.f__Xanthomonadaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8785.69187324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15374.9607782	6327.11167352	5927.95257638	5340.79348932	0.0	2949.85250737	11980.2677942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chloroflexi.c__Ellin6529.c__Ellin6529_o__L4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.324129275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Spirochaetes.c__Spirochaetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12961.6043042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.c__Bacilli_x__L4.c__Bacilli_x__L5.c__Bacilli_x__L6	0.0	0.0	0.0	0.0	0.0	1092.89617486	735.113942661	0.0	15374.9607782	30370.1360329	51755.5859553	20854.5269583	25678.6500367	134007.585335	194503.171247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger	0.0	0.0	0.0	0.0	7088.98944193	7806.40124902	12741.9750061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9293.22572756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53969.2500784	37013.6032901	1823.98540812	16276.7039674	1711.91000245	16434.8925411	33121.9168428	1383.12586445	3168.31683168	0.0	0.0	0.0	118096.093399	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2934.70286134	0.0	0.0	395.178818415	1188.11881188	0.0	1024.06554019	0.0	0.0	3739.39306774	1838.84988298	1166.69097273	0.0
k__Bacteria.p__Spirochaetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12961.6043042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Conchiformibius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23219.3285221	6010.75608984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cytophagaceae.g__Hymenobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1780.26449644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__OPB54.o__OPB54_f__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.549419517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16943.834327	12337.8677634	17783.8577291	206765.005086	978.234287112	0.0	0.0	4742.14582098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4392.84593662	0.0	0.0	2288.91149542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.o__Streptophyta_f__L5.o__Streptophyta_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53969.2500784	37013.6032901	1823.98540812	16276.7039674	1711.91000245	16434.8925411	33121.9168428	1383.12586445	3168.31683168	0.0	0.0	0.0	118096.093399	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f___Tissierellaceae_.f___Tissierellaceae__g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.549419517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5961.71948541	3163.55583676	2735.97811218	5849.4404883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae	0.0	0.0	0.0	0.0	0.0	468.384074941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1467.35143067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.c__Bacilli_x__L4	0.0	0.0	0.0	0.0	0.0	1092.89617486	735.113942661	0.0	15374.9607782	30370.1360329	51755.5859553	20854.5269583	25678.6500367	134007.585335	194503.171247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__GN02.c__BD1_5.c__BD1_5_o__L4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.549419517	0.0	683.994528044	0.0	733.675715334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	5257.92241012	7877.01689747	27420.8352455	13353.8777607	3167.42081448	3590.94457455	19235.4814996	1954.48834287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Methylophilales.f__Methylophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2034.58799593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1467.35143067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.f__mitochondria_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13178.5378099	0.0	0.0	22889.1149542	0.0	14327.8550358	0.0	395.178818415	0.0	0.0	0.0	0.0	23798.8325101	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	0.0	0.0	0.0	10272.213662	0.0	0.0	0.0	7957.5596817	5961.71948541	3163.55583676	27359.7811218	4069.17599186	102714.600147	0.0	6342.49471459	55917.8028058	186930.693069	80492.4242424	375832.053251	69444.4444444	111360.574764	277578.023875	46639.9197593	44188.4205921	60267.8571429
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae	0.0	0.0	0.0	0.0	0.0	468.384074941	245.037980887	0.0	0.0	0.0	0.0	0.0	3668.37857667	0.0	0.0	0.0	0.0	0.0	2560.16385049	0.0	0.0	1869.69653387	1170.17719826	729.181857955	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1312.52734432	0.0
k__Bacteria.p__Actinobacteria.c__Thermoleophilia.o__Gaiellales.f__Gaiellaceae.g__Gaiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2196.42296831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.f__Neisseriaceae_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1139.99088007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3137.74709758	1898.13350206	0.0	2288.91149542	0.0	0.0	4933.05144468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__Peptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	949.066751028	0.0	508.646998983	733.675715334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1020.85460114	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Pasteurella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5647.94477565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	911.992704058	0.0	5869.40572267	0.0	0.0	0.0	0.0	0.0	2560.16385049	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae	0.0	2668.02185237	4015.60348784	0.0	0.0	3122.56049961	0.0	1535.66941226	16316.2849074	9490.66751028	4787.96169631	15513.733469	8804.10858401	0.0	0.0	29638.4113811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4891.17143556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Verrucomicrobia.c___Pedosphaerae_.o___Pedosphaerales_.o___Pedosphaerales__f__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1409.44326991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Sphingobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10123.3786776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5961.71948541	3163.55583676	2735.97811218	5849.4404883	0.0	0.0	2818.88653982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Tenericutes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3451.52180734	949.066751028	0.0	2543.23499491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	612.594952218	0.0	17571.3837465	6959.82284087	4103.96716826	1525.94099695	0.0	4214.07501054	19027.4841438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1255.09883903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f___Weeksellaceae_.f___Weeksellaceae__g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5334.17006589	1898.13350206	2051.98358413	2797.5584944	5869.40572267	0.0	0.0	2371.07291049	0.0	0.0	0.0	0.0	2245.17287831	1869.69653387	1003.00902708	1166.69097273	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8158.14245372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__FBP.p__FBP_c__L3.p__FBP_o__L4.p__FBP_f__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.996352029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Kaistobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1467.35143067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	710.530055421	0.0	0.0	0.0	0.0	0.0	612.594952218	0.0	143395.04236	27522.9357798	27359.7811218	22634.7914547	44509.6600636	52254.5301306	41578.5764623	233353.092274	154455.445545	169034.090909	130056.323605	258888.888889	237539.290525	104127.714656	215814.108994	137086.189296	296875.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29808.597427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.o__Bacteroidales_f__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1467.35143067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.o__Bacteroidales_x__L5.o__Bacteroidales_x__L6	0.0	0.0	0.0	0.0	4374.05731523	7806.40124902	7106.10144572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__FBP.p__FBP_c__L3.p__FBP_o__L4.p__FBP_f__L5.p__FBP_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.996352029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.f__Erysipelotrichaceae_g__L6	0.0	8639.30885529	5392.38182653	4237.28813559	1206.63650075	1873.53629977	5023.27860818	0.0	0.0	0.0	0.0	508.646998983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13178.5378099	13286.9345144	0.0	22889.1149542	0.0	14327.8550358	7047.21634954	395.178818415	0.0	0.0	0.0	0.0	23798.8325101	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Shuttleworthia	0.0	762.29195782	2179.89903626	0.0	0.0	0.0	3062.97476109	0.0	0.0	0.0	0.0	0.0	733.675715334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	649140.258633	612882.734087	522602.11106	580508.474576	464253.393665	470882.123341	559789.267336	644003.908977	16316.2849074	9807.02309396	2279.98176015	2543.23499491	0.0	5899.70501475	22551.0923185	592.768227623	0.0	2367.42424242	0.0	5000.0	4490.34575662	1294.40529268	835.840855901	1166.69097273	5580.35714286
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1255.09883903	5061.68933882	11855.9051528	2797.5584944	9048.66715578	9270.96502318	8456.65961945	35170.914839	12277.2277228	39299.2424242	23041.4746544	35555.5555556	79928.1544679	5465.26679131	37445.6703444	15750.3281318	58035.7142857
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68089.1120176	29737.4248655	5015.95987232	4577.82299084	24211.298606	4214.07501054	11980.2677942	4149.37759336	0.0	1420.45454545	0.0	0.0	2245.17287831	3307.92463685	1671.6817118	1166.69097273	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	649140.258633	612882.734087	522602.11106	580508.474576	464253.393665	470882.123341	559789.267336	644003.908977	16316.2849074	9807.02309396	2279.98176015	2543.23499491	0.0	5899.70501475	22551.0923185	592.768227623	0.0	2367.42424242	0.0	5000.0	4490.34575662	1294.40529268	835.840855901	1166.69097273	5580.35714286
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae	34815.9727156	23885.1480117	0.0	4879.30148947	754.147812971	0.0	735.113942661	8376.37861231	9727.01600251	4745.33375514	12539.8996808	3560.52899288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum	2131.59016626	1143.43793673	688.389169344	0.0	603.318250377	0.0	0.0	2652.5198939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Caulobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2818.88653982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f___Weeksellaceae_.g__Bergeyella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6589.26890493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__GN02.c__BD1_5.c__BD1_5_o__L4.c__BD1_5_f__L5.c__BD1_5_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.549419517	0.0	683.994528044	0.0	733.675715334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f___Tissierellaceae_.g__Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2510.19767807	949.066751028	2051.98358413	3051.8819939	14184.3971631	2107.03750527	4933.05144468	0.0	5148.51485149	946.96969697	0.0	0.0	898.069151325	1006.75967208	668.672684721	291.672743182	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	977.244171437	80012.5509884	44606.1372983	337209.302326	303407.934893	90975.7887014	166034.555415	140239.605356	46235.9217546	17425.7425743	50662.8787879	41986.687148	35555.5555556	92501.1225864	7478.78613548	43129.3881645	29167.2743182	58035.7142857
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57420.7718858	37013.6032901	14819.8814409	41454.7304171	1467.35143067	21913.1900548	38054.9682875	395.178818415	0.0	0.0	0.0	0.0	23798.8325101	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Arthrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7216.81832444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	977.244171437	51459.0524004	33533.6918697	311673.506612	293997.965412	69699.1929567	145385.587863	107117.688513	5730.09286702	0.0	1420.45454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3668.37857667	0.0	0.0	0.0	0.0	0.0	2560.16385049	0.0	0.0	1869.69653387	1170.17719826	729.181857955	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.f__Lachnospiraceae_g__L6	0.0	1270.48659637	22716.8425883	4237.28813559	31674.2081448	3122.56049961	7718.69639794	3908.97668575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	82705.698451	1143.43793673	3671.40890317	25808.9368259	0.0	936.768149883	367.556971331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15061.1860684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Synergistetes.c__Synergistia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9293.22572756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.p__Proteobacteria_x__L3.p__Proteobacteria_x__L4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.324129275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus	710.530055421	0.0	0.0	0.0	0.0	0.0	612.594952218	0.0	4706.62064638	6327.11167352	21659.8267214	9409.96948118	29102.4700416	41297.9351032	31712.4735729	233353.092274	154455.445545	169034.090909	130056.323605	251666.666667	237539.290525	104127.714656	215814.108994	137086.189296	296875.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f___Paraprevotellaceae_.g__Paraprevotella	16768.5093079	9782.74679202	34304.726939	4879.30148947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
